name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_discovery_date,temp_mass,planet_radius,orbital_radius,orbital_period,eccentricity
Kepler-275 c,7030,11.4 Earths,15.287,2014,K2-4,b,k2-4 b,Transit,0,1,10.003417,0.001017,-0.000996,0,0.078,0.003,-0.003,0,0.08,0.161192,-0.068641,0,89.54,0.32,-0.43,0,,,,,,0.187,0.018,-0.017,0,,,,,0,0,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,233.37,2.12,-2.12,0,233.37,2.12,-2.12,0,14.907,0.03,0,V (Johnson),14.34,,0,4014.73,173.12,-154.57,0,0.64,0.06,-0.06,0,0.57,0.05,-0.05,0,26-10-2017,K2
Kepler-275 d,7030,11.1 Earths,15.287,2014
Kepler-276 b,3855,8.6 Earths,15.365,2014,K2-42,b,k2-42 b,Transit,0,1,6.68796,0.00093,-0.00093,0,0.0617,0.0013,-0.0013,0,,,,,,,,,,,,,,0.192,0.021,-0.021,0,,,,,0,0,1,0,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,7.9,-7.9,0,401.36,7.9,-7.9,0,15.023,0.02,0,V (Johnson),14.634,,0,4613,71,-71,0,0.7,0.05,-0.05,0,0.64,0.04,-0.04,0,18-07-2016,K2
Kepler-276 c,3855,16.6 Earths,15.365,2013
Kepler-276 d,3855,16.3 Earths,15.365,2013,K2-43,b,k2-43 b,Transit,0,2,3.471149,0.000104,-0.000052,0,,,,,,,,,89.6,1.35,-0.67,0,,,,,,0.402,0.039,-0.017,0,,,,,0,0,1,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.97544,183.48,1.91,-1.91,0,183.48,1.91,-1.91,0,15.596,0.05,0,V (Johnson),14.821,,0,3840.6,98.8,-49.5,0,0.57,0.11,-0.06,0,0.54,0.05,-0.02,0,15-08-2019,K2
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013,K2-43,c,k2-43 c,Transit,0,2,2.198884,0.000022,-0.000011,0,,,,,,,,,89.26,1.85,-0.95,0,,,,,,0.216,0.023,-0.01,0,,,,,0,0,1,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.97544,183.48,1.91,-1.91,0,183.48,1.91,-1.91,0,15.596,0.05,0,V (Johnson),14.821,,0,3840.6,98.8,-49.5,0,0.57,0.11,-0.06,0,0.54,0.05,-0.02,0,15-08-2019,K2
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014,K2-44,b,k2-44 b,Transit,0,1,5.65688,0.00059,-0.00059,0,0.0651,0.0011,-0.0011,0,,,,,,,,,,,,,,0.243,0.029,-0.029,0,,,,,0,0,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,10.19,-10.19,0,483.19,10.19,-10.19,0,12.189,0.12,0,V (Johnson),12.024,,0,5912,51,-51,0,1.15,0.06,-0.06,0,1.58,0.15,-0.15,0,18-07-2016,K2
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013,K2-45,b,k2-45 b,Transit,0,1,1.7292684,0.0000069,-0.0000069,0,0.0224,0.0012,-0.0012,0,,,,,,,,,,,,,,0.599,0,0,0,,,,,0,0,1,0,11h18m31.89s,169.632874,-01d46m26.9s,-1.77413,502.34,10.77,-10.77,0,502.34,10.77,-10.77,0,15.78,0.01,0,V (Johnson),15.344,,0,4103,90,-90,0,0.5,0.08,-0.08,0,0.45,0.07,-0.07,0,18-07-2016,K2
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011,K2-46,b,k2-46 b,Transit,0,1,19.1541,0.0041,-0.0041,0,0.13821,0.00096,-0.00096,0,,,,,,,,,,,,,,0.183,0.021,-0.021,0,,,,,0,0,1,0,11h37m03.92s,174.266342,-00d54m26.1s,-0.907261,454.93,10.61,-10.61,0,454.93,10.61,-10.61,0,12.029,0.02,0,V (Johnson),11.915,,0,6256,37,-37,0,0.96,0.02,-0.02,0,1.29,0.12,-0.12,0,18-07-2016,K2
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014,K2-47,b,k2-47 b,Transit,0,1,31.6372,0.0088,-0.0088,0,0.1779,0.0016,-0.0016,0,,,,,,,,,,,,,,0.169,0.023,-0.023,0,,,,,0,0,1,0,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5.34,-5.34,0,353.38,5.34,-5.34,0,14.085,0.11,0,V (Johnson),13.74,,0,5054,82,-82,0,0.75,0.02,-0.02,0,0.76,0.03,-0.03,0,18-07-2016,K2
Kepler-280 c,2604,4.7 Earths,14.457,2014
Kepler-281 b,5986,8.35 Earths,15.754,2014,K2-48,b,k2-48 b,Transit,0,1,20.5065,0.0035,-0.0035,0,0.1344,0.0012,-0.0012,0,,,,,,,,,,,,,,0.2,0.021,-0.021,0,,,,,0,0,1,0,11h44m29.65s,176.12355,+03d16m20.7s,3.272425,316.61,2.89,-2.89,0,316.61,2.89,-2.89,0,14.277,0.03,0,V (Johnson),13.968,,0,4899,78,-78,0,0.77,0.02,-0.02,0,0.73,0.02,-0.02,0,18-07-2016,K2
Kepler-281 c,5986,24.4 Earths,15.754,2014
Kepler-282 b,4537,1.01 Earths,15.178,2014,K2-49,b,k2-49 b,Transit,0,1,2.77065,0.00015,-0.00015,0,0.0309,0.0029,-0.0029,0,,,,,,,,,,,,,,0.172,0.047,-0.047,0,,,,,0,0,1,0,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,10.19,-10.19,0,463.06,10.19,-10.19,0,15.668,0.08,0,V (Johnson),15.244,,0,4175,97,-97,0,0.51,0.14,-0.14,0,0.45,0.12,-0.12,0,18-07-2016,K2
Kepler-282 c,4537,1.87 Earths,15.178,2014
Kepler-282 d,4537,0.192 Jupiters,15.178,2013,K2-5,b,k2-5 b,Transit,0,2,5.73594,0.00064,-0.00064,0,0.0532,0.0038,-0.0038,0,,,,,87.35,1.88,-3.37,0,,,,,,0.17,0.039,-0.039,0,,,,,0,0,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,204.12,1.66,-1.66,0,14.91,0.03,0,V (Johnson),14.339,,0,3930,375,-375,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,07-07-2016,K2
Kepler-282 e,4537,0.177 Jupiters,15.178,2013
Kepler-283 b,1547,5.18 Earths,15.875,2014,K2-5,c,k2-5 c,Transit,0,2,10.93241,0.00134,-0.00134,0,0.0818,0.0059,-0.0059,0,,,,,86.95,2.47,-2.47,0,,,,,,0.202,0.055,-0.055,0,,,,,0,0,1,0,11h17m12.84s,169.303497,-01d52m40.7s,-1.877976,204.12,1.66,-1.66,0,204.12,1.66,-1.66,0,14.91,0.03,0,V (Johnson),14.339,,0,3930,375,-375,0,0.61,0.13,-0.13,0,0.57,0.12,-0.12,0,07-07-2016,K2
Kepler-283 c,1547,3.97 Earths,15.875,2014
Kepler-284 b,3467,5.65 Earths,15.813,2014,K2-50,b,k2-50 b,Transit,0,2,8.7529,0.0013,-0.0013,0,0.0705,0.0022,-0.0022,0,,,,,,,,,,,,,,0.142,0.021,-0.021,0,,,,,0,0,1,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,3.26,-3.26,0,259.33,3.26,-3.26,0,14.717,0.05,0,V (Johnson),14.258,,0,,,,,0.61,0.06,-0.06,0,,,,,18-07-2016,K2
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014,K2-52,b,k2-52 b,Transit,0,1,3.535055,0.000017,-0.000016,0,0.054,0.002,-0.002,0,,,,,86.46,2.04,-1.91,0,,,,,,1.606,0.196,-0.196,0,,,,,0,0,1,1,16h26m26.74s,246.61142,-24d58m11.8s,-24.969948,1041.7,132.7,-104.1,0,1064.53,68.51,-68.51,0,15.037,,0,Kepler-band,15.255,,0,7147,483,-506,0,1.69,0.16,-0.14,0,2.19,0.28,-0.23,0,31-01-2019,K2
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014,K2-53,b,k2-53 b,Transit,0,1,12.20772,0.000123,-0.000113,0,0.098,0.001,-0.001,0,,,,,89.32,0.22,-0.16,0,,,,,,0.232,0.009,-0.009,0,,,,,0,0,1,1,16h16m34.04s,244.141815,-20d24m01.9s,-20.400534,139.1,2.2,-2,0,138.56,1.13,-1.13,0,11.888,,0,Kepler-band,12.148,,0,5263,88,-86,0,0.85,0.03,-0.04,0,0.81,0.02,-0.01,0,31-01-2019,K2
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014,K2-54,b,k2-54 b,Transit,0,1,9.7843,0.0014,-0.0014,0,0.0671,0.0037,-0.0037,0,,,,,,,,,,,,,,0.103,0.017,-0.017,0,,,,,0,0,1,0,22h32m13.01s,338.054199,-17d32m38.4s,-17.543995,175.84,1.02,-1.02,0,175.84,1.02,-1.02,0,14.042,0.01,0,V (Johnson),13.945,,0,3798,113,-113,0,0.42,0.07,-0.07,0,0.38,0.05,-0.05,0,18-07-2016,K2
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014,K2-55,b,k2-55 b,Transit,0,1,2.849258,0.000033,-0.000033,0,0.03486,0.00078,-0.00078,0,,,,,,,,,,,,,,0.341,0.029,-0.029,0,,,,,0,0,1,0,22h15m00.46s,333.751923,-17d15m02.5s,-17.250708,160.26,0.73,-0.73,0,160.26,0.73,-0.73,0,13.546,0.02,0,V (Johnson),13.062,,0,4456,148,-148,0,0.7,0.05,-0.05,0,0.63,0.05,-0.05,0,18-07-2016,K2
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014,K2-57,b,k2-57 b,Transit,0,1,9.0063,0.0013,-0.0013,0,0.0746,0.002,-0.002,0,,,,,,,,,,,,,,0.187,0.022,-0.022,0,,,,,0,0,1,0,22h50m46.01s,342.691711,-14d04m11.6s,-14.069886,266.23,2.06,-2.06,0,266.23,2.06,-2.06,0,14.501,0.05,0,V (Johnson),14.104,,0,4434,61,-61,0,0.68,0.06,-0.06,0,0.62,0.05,-0.05,0,18-07-2016,K2
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014,K2-58,b,k2-58 b,Transit,0,3,7.05254,0.00032,-0.00032,0,0.0692,0.0021,-0.0021,0,,,,,,,,,,,,,,0.239,0.033,-0.033,0,,,,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,182.69,1.43,-1.43,0,12.378,0.03,0,V (Johnson),12.132,,0,5413,255,-255,0,0.89,0.08,-0.08,0,0.86,0.1,-0.1,0,18-07-2016,K2
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014,K2-58,c,k2-58 c,Transit,0,3,2.53726,0.00017,-0.00017,0,0.035,0.0011,-0.0011,0,,,,,,,,,,,,,,0.145,0.021,-0.021,0,,,,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,182.69,1.43,-1.43,0,12.378,0.03,0,V (Johnson),12.132,,0,5413,255,-255,0,0.89,0.08,-0.08,0,0.86,0.1,-0.1,0,18-07-2016,K2
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011,K2-58,d,k2-58 d,Transit,0,3,22.8827,0.004,-0.004,0,0.1517,0.0046,-0.0046,0,,,,,,,,,,,,,,0.153,0.022,-0.022,0,,,,,0,0,1,0,22h15m17.23s,333.821808,-14d02m59.3s,-14.049808,182.69,1.43,-1.43,0,182.69,1.43,-1.43,0,12.378,0.03,0,V (Johnson),12.132,,0,5413,255,-255,0,0.89,0.08,-0.08,0,0.86,0.1,-0.1,0,18-07-2016,K2
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014,K2-59,b,k2-59 b,Transit,0,2,20.6921,0.0033,-0.0033,0,0.1354,0.0043,-0.0043,0,,,,,,,,,,,,,,0.215,0.028,-0.028,0,,,,,0,0,1,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,314.09,3.54,-3.54,0,14.226,0.03,0,V (Johnson),13.939,,0,5055,93,-93,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,18-07-2016,K2
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014,K2-59,c,k2-59 c,Transit,0,2,11.2954,0.001,-0.001,0,0.0905,0.0028,-0.0028,0,,,,,,,,,,,,,,0.205,0.026,-0.026,0,,,,,0,0,1,0,22h35m46.16s,338.942352,-14d01m39.9s,-14.027745,314.09,3.54,-3.54,0,314.09,3.54,-3.54,0,14.226,0.03,0,V (Johnson),13.939,,0,5055,93,-93,0,0.77,0.07,-0.07,0,0.73,0.07,-0.07,0,18-07-2016,K2
Kepler-291 c,6147,4.19 Earths,15.898,2014
Kepler-292 b,3547,2.3 Earths,15.942,2014,K2-6,b,k2-6 b,Transit,0,1,30.94191,0.00467,-0.00467,0,0.1898,0.0056,-0.0056,0,,,,,,,,,,,,,,0.223,0.079,-0.079,0,,,,,0,0,1,0,11h52m46.14s,178.192261,-01d11m54.5s,-1.198477,319.59,6.39,-6.39,0,319.59,6.39,-6.39,0,12.654,0.04,0,V (Johnson),12.502,,0,5850,79,-98,0,0.97,0.07,-0.07,0,0.96,0.14,-0.09,0,16-07-2015,K2
Kepler-292 c,3547,2.76 Earths,15.942,2014
Kepler-292 d,3547,5.6 Earths,15.942,2014,K2-60,b,k2-60 b,Transit,0,1,3.00265,0.00004,-0.00004,0,0.045,0.003,-0.003,0,0,,,0,88.49,0.96,-0.96,0,0.426,0.037,-0.037,0,Mass,0.683,0.037,-0.037,0,1.7,0.3,-0.3,0,0,0,1,1,22h34m25.48s,338.606171,-13d43m54.1s,-13.731702,498.7,11.44,-11.44,0,498.7,11.44,-11.44,0,12.789,0.02,0,V (Johnson),12.611,,0,5500,100,-100,0,0.97,0.07,-0.07,0,1.12,0.05,-0.05,0,02-02-2017,K2
Kepler-292 e,3547,7.61 Earths,15.942,2014
Kepler-292 f,3547,6.12 Earths,15.942,2014,K2-61,b,k2-61 b,Transit,0,1,2.57302,0.0002,-0.0002,0,0.0392,0.0024,-0.0024,0,,,,,,,,,,,,,,0.221,0.07,-0.07,0,,,,,0,0,1,0,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,410.35,8.37,-8.37,0,410.35,8.37,-8.37,0,12.991,0.02,0,V (Johnson),12.858,,0,6293,338,-338,0,1.21,0.22,-0.22,0,1.36,0.41,-0.41,0,18-07-2016,K2
Kepler-293 b,3270,9.64 Earths,15.333,2014
Kepler-293 c,3270,14 Earths,15.333,2014,K2-62,b,k2-62 b,Transit,0,2,6.67202,0.00028,-0.00028,0,0.0636,0.0014,-0.0014,0,,,,,,,,,,,,,,0.191,0.019,-0.019,0,,,,,0,0,1,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,112.83,0.49,-0.49,0,12.397,0.04,0,V (Johnson),12.043,,0,4880,216,-216,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,18-07-2016,K2
Kepler-294 b,4605,3.78 Earths,15.819,2014
Kepler-294 c,4605,7.8 Earths,15.819,2014,K2-62,c,k2-62 c,Transit,0,2,16.1966,0.0012,-0.0012,0,0.1148,0.0025,-0.0025,0,,,,,,,,,,,,,,0.191,0.02,-0.02,0,,,,,0,0,1,0,22h17m27.40s,334.364166,-12d11m15.0s,-12.187498,112.83,0.49,-0.49,0,112.83,0.49,-0.49,0,12.397,0.04,0,V (Johnson),12.043,,0,4880,216,-216,0,0.77,0.05,-0.05,0,0.73,0.05,-0.05,0,18-07-2016,K2
Kepler-295 b,5830,1.98 Earths,14.433,2014
Kepler-295 c,5830,1.71 Earths,14.433,2014,K2-63,b,k2-63 b,Transit,0,2,20.257,0.0072,-0.0072,0,0.1627,0.0097,-0.0097,0,,,,,,,,,,,,,,0.287,0.088,-0.088,0,,,,,0,0,1,0,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,21.79,-21.79,0,524.41,21.79,-21.79,0,12.876,0.02,0,V (Johnson),12.727,,0,6771,303,-303,0,1.4,0.25,-0.25,0,1.63,0.48,-0.48,0,18-07-2016,K2
Kepler-295 d,5830,2.42 Earths,14.433,2014
Kepler-296 b,737,3.22 Earths,15.901,2014,K2-63,c,k2-63 c,Transit,0,2,25.4556,0.0047,-0.0047,0,0.189,0.011,-0.011,0,,,,,,,,,,,,,,0.348,0.107,-0.107,0,,,,,0,0,1,1,22h13m42.40s,333.426666,-12d03m58.9s,-12.066374,524.41,21.79,-21.79,0,524.41,21.79,-21.79,0,12.876,0.02,0,V (Johnson),12.727,,0,6771,303,-303,0,1.4,0.25,-0.25,0,1.63,0.48,-0.48,0,28-03-2019,K2
Kepler-296 c,737,4.66 Earths,15.901,2014
Kepler-296 d,737,5.02 Earths,15.901,2014,K2-64,b,k2-64 b,Transit,0,1,6.53044,0.00067,-0.00067,0,0.0619,0.0019,-0.0019,0,,,,,,,,,,,,,,0.185,0.023,-0.023,0,,,,,0,0,1,0,22h09m39.27s,332.413605,-11d25m43.5s,-11.428742,506.87,12.91,-12.91,0,506.87,12.91,-12.91,0,14.086,0.01,0,V (Johnson),13.915,,0,5312,82,-82,0,0.74,0.07,-0.07,0,0.73,0.08,-0.08,0,18-07-2016,K2
Kepler-296 e,737,2.96 Earths,15.901,2014
Kepler-296 f,737,3.89 Earths,15.901,2014,K2-65,b,k2-65 b,Transit,0,1,12.6475,0.0013,-0.0013,0,0.1014,0.0039,-0.0039,0,,,,,,,,,,,,,,0.141,0.034,-0.034,0,,,,,0,0,1,0,22h12m50.82s,333.211761,-10d55m31.4s,-10.925379,78.06,11.17,-15.66,0,,,,,10.801,0.084,0,V (Johnson),,,,5213,336,-336,0,0.87,0.1,-0.1,0,0.84,0.12,-0.12,0,18-07-2016,K2
Kepler-297 b,2304,0.153 Jupiters,14.192,2014
Kepler-297 c,2304,0.132 Jupiters,14.192,2014,K2-66,b,k2-66 b,Transit,0,1,5.06963,0.00081,-0.00081,0,0.05983,0.00072,-0.00072,0,0,,,0,86.6,2.4,-4.4,0,0.06702,0.01133,-0.01133,0,Mass,0.222,0.03,-0.021,0,7.8,2.7,-2.7,0,0,0,1,1,22h06m06.41s,331.526703,-10d42m41.6s,-10.711549,520.43,23.47,-23.47,0,520.43,23.47,-23.47,0,11.71,0.186,0,V (Johnson),11.996,,0,5887,46,-46,0,1.11,0.04,-0.04,0,1.67,0.12,-0.12,0,25-07-2019,K2
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014,K2-68,b,k2-68 b,Transit,0,1,8.05428,0.00082,-0.00082,0,0.0708,0.0031,-0.0031,0,,,,,,,,,,,,,,0.141,0.021,-0.021,0,,,,,0,0,1,0,22h16m04.75s,334.019775,-10d34m02.3s,-10.567318,169.47,1.25,-1.25,0,169.47,1.25,-1.25,0,12.977,0.05,0,V (Johnson),12.657,,0,4746,96,-96,0,0.73,0.1,-0.1,0,0.68,0.09,-0.09,0,18-07-2016,K2
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014,K2-69,b,k2-69 b,Transit,0,1,7.06599,0.0005,-0.0005,0,0.0591,0.0025,-0.0025,0,,,,,,,,,,,,,,0.207,0.032,-0.032,0,,,,,0,0,1,0,22h23m02.29s,335.759552,-10d29m18.9s,-10.48858,181.63,1.57,-1.57,0,181.63,1.57,-1.57,0,14.807,,0,Kepler-band,15.057,,0,4127,190,-190,0,0.55,0.07,-0.07,0,0.49,0.07,-0.07,0,18-07-2016,K2
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014,K2-7,b,k2-7 b,Transit,0,1,28.67992,0.00947,-0.00947,0,0.1814,0.0043,-0.0043,0,,,,,,,,,,,,,,0.238,0.05,-0.05,0,,,,,0,0,1,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,15.99,-15.99,0,754.64,15.99,-15.99,0,13.213,0.03,0,V (Johnson),13.057,,0,5772,72,-91,0,0.97,0.06,-0.06,0,0.96,0.17,-0.08,0,16-07-2015,K2
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011,K2-70,b,k2-70 b,Transit,0,1,13.97896,0.00095,-0.00095,0,0.1112,0.004,-0.004,0,,,,,,,,,,,,,,0.258,0.042,-0.042,0,,,,,0,0,1,0,22h33m54.19s,338.4758,-10d05m05.8s,-10.084946,234.47,3.48,-3.48,0,234.47,3.48,-3.48,0,12.989,0.03,0,V (Johnson),12.778,,0,5622,268,-268,0,0.94,0.1,-0.1,0,0.93,0.14,-0.14,0,18-07-2016,K2
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014,K2-71,b,k2-71 b,Transit,0,1,6.98541,0.00075,-0.00075,0,0.0559,0.0025,-0.0025,0,,,,,,,,,,,,,,0.192,0.029,-0.029,0,,,,,0,0,1,0,22h46m53.86s,341.724426,-09d52m53.8s,-9.881619,153.86,1.22,-1.22,0,153.86,1.22,-1.22,0,14.875,,0,Kepler-band,15.189,,0,4006,133,-133,0,0.48,0.06,-0.06,0,0.43,0.05,-0.05,0,18-07-2016,K2
Kepler-300 c,3700,5.69 Earths,14.18,2014
Kepler-301 b,2395,2.39 Earths,14.274,2014,K2-72,b,k2-72 b,Transit,0,4,5.577212,0.000417,-0.000419,0,0.04,0.004,-0.005,0,0.11,0.196982,-0.087659,0,89.15,0.59,-0.86,0,,,,,,0.096,0.01,-0.01,0,,,,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,26-10-2017,K2
Kepler-301 c,2395,2.39 Earths,14.274,2014
Kepler-301 d,2395,3.71 Earths,14.274,2014,K2-72,c,k2-72 c,Transit,0,4,15.189034,0.003128,-0.003149,0,0.078,0.007,-0.01,0,0.11,0.20197,-0.091536,0,89.54,0.32,-0.44,0,,,,,,0.103,0.012,-0.012,0,,,,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,26-10-2017,K2
Kepler-302 b,4761,15.5 Earths,15.491,2014
Kepler-302 c,4761,Unknown,15.491,2014,K2-72,d,k2-72 d,Transit,0,4,7.760178,0.001496,-0.001496,0,0.05,0.004,-0.006,0,0.11,0.207832,-0.09233,0,89.26,0.5,-0.69,0,,,,,,0.09,0.011,-0.011,0,,,,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,26-10-2017,K2
Kepler-303 b,688,0.64 Earths,14.396,2014
Kepler-303 c,688,1.55 Earths,14.396,2014,K2-72,e,k2-72 e,Transit,0,4,24.158868,0.003726,-0.00385,0,0.106,0.009,-0.013,0,0.11,0.198676,-0.086832,0,89.68,0.22,-0.32,0,,,,,,0.115,0.012,-0.012,0,,,,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,0.2,-0.2,0,66.56,0.2,-0.2,0,15.309,0.05,0,V (Johnson),14.279,,0,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,26-10-2017,K2
Kepler-304 b,1436,8.55 Earths,14.831,2014
Kepler-304 c,1436,5.35 Earths,14.831,2014,K2-73,b,k2-73 b,Transit,0,1,7.49543,0.00059,-0.00059,0,0.07619,0.00072,-0.00072,0,,,,,,,,,,,,,,0.219,0.019,-0.019,0,,,,,0,0,1,0,22h20m06.12s,335.025482,-09d03m21.9s,-9.056093,271.27,2.54,-2.54,0,271.27,2.54,-2.54,0,11.345,0.146,0,V (Johnson),11.715,,0,5922,76,-76,0,1.05,0.03,-0.03,0,1.06,0.07,-0.07,0,18-07-2016,K2
Kepler-304 d,1436,8 Earths,14.831,2014
Kepler-304 e,1436,1.87 Earths,14.831,2016,K2-74,b,k2-74 b,Transit,0,1,19.5666,0.0033,-0.0033,0,0.1402,0.0015,-0.0015,0,,,,,,,,,,,,,,0.206,0.017,-0.017,0,,,,,0,0,1,0,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,6.78,-6.78,0,381.85,6.78,-6.78,0,12.588,0.031,0,V (Johnson),12.436,,0,6060,86,-86,0,0.96,0.03,-0.03,0,0.98,0.06,-0.06,0,18-07-2016,K2
Kepler-305 b,2902,10.5 Earths,15.766,2013
Kepler-305 c,2902,6 Earths,15.766,2013,K2-75,b,k2-75 b,Transit,0,2,7.8142,0.0021,-0.0021,0,0.081,0.0014,-0.0014,0,,,,,,,,,,,,,,0.238,0.029,-0.029,0,,,,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995,94,-94,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,18-07-2016,K2
Kepler-305 d,2902,9.1 Earths,15.766,2014
Kepler-305 e,2902,3.87 Earths,15.766,2020,K2-75,c,k2-75 c,Transit,0,2,18.311,0.014,-0.014,0,0.1429,0.0025,-0.0025,0,,,,,,,,,,,,,,0.247,0.034,-0.034,0,,,,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,15.34,-15.34,0,570.86,15.34,-15.34,0,12.701,0.031,0,V (Johnson),12.589,,0,5995,94,-94,0,1.16,0.06,-0.06,0,1.56,0.15,-0.15,0,18-07-2016,K2
Kepler-306 b,2587,2.92 Earths,15.552,2014
Kepler-306 c,2587,6.12 Earths,15.552,2014,K2-77,b,k2-77 b,Transit,0,1,8.199796,0.000683,-0.000719,0,,,,,0.14,0.22,-0.09,0,88.7,0.8,-0.8,0,1.9,,,1,Mass,0.205,0.014,-0.014,0,,,,,0,0,1,0,03h40m54.82s,55.228428,+12d34m21.4s,12.572612,142.31,0.87,-0.87,0,142.31,0.87,-0.87,0,12.158,0.093,0,V (Johnson),11.92,,0,4970,45,-45,0,0.8,0.12,-0.12,0,0.76,0.03,-0.03,0,29-09-2016,K2
Kepler-306 d,2587,6.66 Earths,15.552,2014
Kepler-306 e,2587,5.77 Earths,15.552,2014,K2-79,b,k2-79 b,Transit,0,1,10.99573,0.0007,-0.0007,0,0.0987,0.0012,-0.0012,0,,,,,,,,,,,,,,0.329,0.035,-0.035,0,,,,,0,0,1,0,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,257.9,2.34,-2.34,0,257.9,2.34,-2.34,0,12.075,0.06,0,V (Johnson),11.803,,0,5926,86,-86,0,1.06,0.04,-0.04,0,1.28,0.12,-0.12,0,18-07-2016,K2
